id,neighbourhood_group,cancellation_policy,room_type,construction_year,price_numeric,log_price,minimum_nights,number_of_reviews,availability_365,service_fee,reviews_per_month,GEOID_x,median_income,population,median_rent
16696597,Queens,strict,Entire home/apt,2013,344,5.840641657373398,2,8,0,69,0.43,11373,56835,96495,1616
16697150,Brooklyn,flexible,Entire home/apt,2004,1153,7.050122520269059,4,8,0,231,0.43,11205,62952,47866,1632
16697702,Manhattan,strict,Entire home/apt,2011,712,6.568077911411976,7,0,0,142,0.74,10023,137347,62228,2413
16698254,Manhattan,moderate,Entire home/apt,2007,329,5.796057750765372,30,5,364,66,0.4,10016,124647,52912,2760
16698807,Manhattan,flexible,Entire home/apt,2022,451,6.111467339502679,7,0,0,90,0.74,10002,35607,74363,979
16699359,Manhattan,strict,Entire home/apt,2008,674,6.513230110912307,5,0,0,135,0.74,10028,131013,47962,2373
16699911,Manhattan,flexible,Private room,2019,315,5.752572638825633,2,3,0,63,0.16,10031,55721,60280,1503
16700464,Queens,flexible,Private room,2013,234,5.455321115357702,1,92,79,47,5.01,11356,64324,24178,1788
16701016,Manhattan,strict,Private room,2014,309,5.733341276897746,3,21,1,62,1.12,10032,53690,59527,1296
16701568,Manhattan,flexible,Private room,2003,354,5.869296913133774,5,1,0,71,0.05,10025,99067,92162,1621
16702120,Brooklyn,flexible,Entire home/apt,2005,160,5.075173815233827,2,11,64,32,0.58,11211,90871,104561,2040
16702673,Manhattan,strict,Private room,2006,1025,6.932447891572509,7,0,35,205,0.74,10039,41363,27090,981
16703777,Manhattan,flexible,Entire home/apt,2016,1041,6.947937068614969,2,2,0,208,0.11,10016,124647,52912,2760
16704330,Brooklyn,strict,Entire home/apt,2006,393,5.973809611869261,4,0,0,79,0.74,11217,122598,42461,2256
16704882,Brooklyn,flexible,Entire home/apt,2016,947,6.853299093186078,2,0,0,189,0.74,11205,62952,47866,1632
16705434,Brooklyn,flexible,Entire home/apt,2012,354,5.869296913133774,2,55,285,71,2.85,11219,41907,87812,1452
16705987,Queens,moderate,Private room,2015,634,6.452048954437226,1,4,0,127,0.21,11372,61239,63107,1539
16706539,Brooklyn,strict,Private room,2010,269,5.594711379601839,1,32,0,54,1.73,11211,90871,104561,2040
16707091,Brooklyn,flexible,Private room,2003,441,6.089044875446846,1,1,0,88,0.05,11211,90871,104561,2040
16707643,Brooklyn,flexible,Private room,2003,1104,7.00669522683704,5,19,95,221,1.28,11222,96435,36710,2129
16708196,Brooklyn,flexible,Private room,2004,831,6.7226297948554485,2,1,0,166,0.05,11217,122598,42461,2256
16708748,Queens,strict,Private room,2005,499,6.212606095751519,1,9,328,100,0.48,11365,70102,43730,1576
16709300,Manhattan,flexible,Entire home/apt,2010,788,6.669498089857879,30,0,346,158,0.74,10004,204949,3310,3393
16709853,Manhattan,moderate,Entire home/apt,2004,313,5.746203190540153,3,2,0,63,0.11,10009,68220,58267,1706
16710405,Manhattan,moderate,Entire home/apt,2004,930,6.835184586147301,5,1,0,186,0.05,10031,55721,60280,1503
16710957,Manhattan,moderate,Entire home/apt,2008,368,5.908082938168931,4,0,0,74,0.74,10017,130417,16065,2370
16711510,Brooklyn,strict,Entire home/apt,2014,155,5.043425116919247,5,4,0,31,0.22,11215,144330,69995,2332
16712062,Brooklyn,flexible,Private room,2007,280,5.634789603169249,2,27,80,56,2.89,11211,90871,104561,2040
16712614,Brooklyn,moderate,Private room,2022,355,5.872117789475416,30,3,364,71,0.17,11206,43065,87599,1199
16713166,Brooklyn,moderate,Entire home/apt,2003,735,6.5998704992128365,1,42,308,147,2.25,11238,100568,55102,2020
16713719,Manhattan,moderate,Entire home/apt,2003,738,6.6039438246004725,1,109,12,148,5.67,10029,33801,74617,974
16714271,Brooklyn,moderate,Entire home/apt,2015,320,5.768320995793772,2,11,0,64,1.46,11217,122598,42461,2256
16714823,Brooklyn,flexible,Private room,2012,335,5.814130531825066,3,6,0,67,0.32,11237,57375,46772,1697
16715376,Manhattan,flexible,Private room,2019,912,6.815639990074331,2,0,0,182,0.74,10025,99067,92162,1621
16715928,Manhattan,strict,Entire home/apt,2014,919,6.823286122355687,10,2,0,184,0.1,10025,99067,92162,1621
16716480,Manhattan,flexible,Entire home/apt,2014,659,6.490723534502507,3,17,37,132,0.88,10014,136154,29071,2464
16717033,Brooklyn,flexible,Entire home/apt,2009,802,6.687108607866515,24,1,0,160,0.05,11222,96435,36710,2129
16717585,Queens,moderate,Private room,2021,985,6.892641641172089,2,0,0,197,0.74,11369,61860,30693,1700
16718137,Manhattan,moderate,Entire home/apt,2007,500,6.214608098422191,4,17,5,100,1.1,10003,129981,54671,2437
16718689,Manhattan,flexible,Private room,2022,1054,6.960347729101308,4,0,0,211,0.74,10002,35607,74363,979
16719242,Brooklyn,moderate,Private room,2017,907,6.810142450115136,2,2,0,181,0.1,11206,43065,87599,1199
16719794,Manhattan,flexible,Entire home/apt,2017,791,6.673297967767654,2,30,274,158,1.57,10011,136208,50228,2281
16720346,Manhattan,moderate,Private room,2017,711,6.566672429803241,28,1,0,142,0.09,10002,35607,74363,979
16720899,Brooklyn,moderate,Entire home/apt,2009,1063,6.968850378341948,15,0,0,213,0.74,11205,62952,47866,1632
16721451,Brooklyn,strict,Private room,2018,640,6.461468176353717,5,2,0,128,0.1,11221,65548,85582,1587
16722003,Brooklyn,flexible,Entire home/apt,2004,1117,7.018401799069201,7,1,0,223,0.05,11222,96435,36710,2129
16722556,Manhattan,moderate,Private room,2018,907,6.810142450115136,3,40,78,181,2.11,10035,28408,36999,882
16723108,Manhattan,strict,Entire home/apt,2007,1143,7.04141166379481,6,0,0,229,0.74,10028,131013,47962,2373
16723660,Brooklyn,moderate,Entire home/apt,2011,82,4.406719247264253,2,14,0,16,0.83,11225,65200,56072,1488
16724212,Brooklyn,flexible,Private room,2013,879,6.778784897685177,2,7,11,176,0.39,11206,43065,87599,1199
16724765,Manhattan,flexible,Entire home/apt,2005,578,6.359573868672378,30,8,216,116,0.47,10026,64716,38937,1278
16725317,Brooklyn,strict,Private room,2003,716,6.573680166960646,7,3,0,143,0.15,11221,65548,85582,1587
16725869,Brooklyn,moderate,Entire home/apt,2008,865,6.762729506931879,8,0,0,173,0.74,11216,77343,59567,1676
16726422,Brooklyn,flexible,Entire home/apt,2009,1109,7.011213987350367,3,38,2,222,1.99,11238,100568,55102,2020
16726974,Manhattan,flexible,Entire home/apt,2015,706,6.559615237493242,4,1,2,141,0.05,10011,136208,50228,2281
16727526,Manhattan,strict,Private room,2011,900,6.802394763324311,2,9,0,180,0.47,10002,35607,74363,979
16728079,Manhattan,moderate,Private room,2007,215,5.3706380281276624,4,0,0,43,0.74,10128,117926,57993,2271
16728631,Brooklyn,flexible,Entire home/apt,2018,941,6.846943139585379,5,0,0,188,0.74,11201,139697,64798,2690
16729183,Brooklyn,strict,Private room,2009,889,6.790097235513905,4,1,0,178,0.05,11206,43065,87599,1199
16729735,Manhattan,strict,Entire home/apt,2009,962,6.8690144506657065,2,5,0,192,0.39,10007,250001,7566,3501
16730288,Queens,flexible,Private room,2007,615,6.421622267806518,1,0,0,123,0.74,11377,59910,82021,1529
16730840,Manhattan,strict,Private room,2021,525,6.263398262591624,2,2,0,105,0.11,10014,136154,29071,2464
16731392,Bronx,strict,Entire home/apt,2022,69,4.23410650459726,2,98,89,14,5.1,10462,57266,75441,1434
16731945,Bronx,flexible,Private room,2014,199,5.293304824724492,1,14,127,40,0.76,10463,60397,70236,1400
16732497,Staten Island,flexible,Entire home/apt,2022,336,5.817111159963204,1,70,300,67,8.43,10304,64394,42133,1135
16733049,Queens,moderate,Private room,2006,254,5.537334267018537,1,11,0,51,0.58,11377,59910,82021,1529
16733602,Manhattan,moderate,Private room,2019,1056,6.962243464266207,3,19,211,211,0.99,10031,55721,60280,1503
16734154,Manhattan,flexible,Entire home/apt,2007,899,6.80128303447162,2,9,0,180,0.47,10012,110490,23034,2293
16734706,Brooklyn,moderate,Entire home/apt,2015,396,5.981414211254481,5,19,295,79,1.03,11211,90871,104561,2040
16735258,Bronx,flexible,Private room,2014,1184,7.076653815443951,2,1,0,237,0.05,10467,40639,100867,1348
16735811,Brooklyn,flexible,Private room,2008,821,6.710523109452428,4,7,0,164,0.37,11206,43065,87599,1199
16736363,Brooklyn,strict,Entire home/apt,2018,544,6.298949246855942,3,2,0,109,0.11,11215,144330,69995,2332
16736915,Manhattan,strict,Entire home/apt,2011,248,5.5134287461649825,3,3,0,50,0.16,10012,110490,23034,2293
16737468,Brooklyn,strict,Private room,2011,1029,6.9363427358340495,3,2,0,206,0.15,11215,144330,69995,2332
16738020,Manhattan,flexible,Entire home/apt,2012,914,6.81783057145415,60,0,290,183,0.74,10023,137347,62228,2413
16738572,Brooklyn,moderate,Private room,2021,1052,6.9584483932976555,7,1,0,210,0.05,11211,90871,104561,2040
16739125,Brooklyn,moderate,Private room,2008,660,6.492239835020471,20,1,358,132,0.19,11230,57770,87188,1440
16739677,Manhattan,flexible,Private room,2005,698,6.548219102762372,30,2,0,140,0.1,10031,55721,60280,1503
16740229,Brooklyn,moderate,Private room,2003,1065,6.970730078143525,1,0,88,213,0.74,11225,65200,56072,1488
16740781,Manhattan,flexible,Entire home/apt,2013,996,6.903747257584598,2,88,29,199,4.9,10128,117926,57993,2271
16741334,Manhattan,flexible,Entire home/apt,2011,223,5.407171771460119,1,1,0,45,0.05,10003,129981,54671,2437
16741886,Brooklyn,moderate,Private room,2017,643,6.466144724237619,20,0,0,129,0.74,11211,90871,104561,2040
16742438,Brooklyn,flexible,Private room,2012,585,6.371611847231857,5,0,0,117,0.74,11206,43065,87599,1199
16742991,Brooklyn,flexible,Private room,2003,336,5.817111159963204,2,22,289,67,1.64,11205,62952,47866,1632
16743543,Queens,flexible,Entire home/apt,2012,243,5.493061443340548,6,2,0,49,0.11,11102,81462,28359,1869
16744095,Brooklyn,moderate,Entire home/apt,2016,398,5.986452005284438,3,5,3,80,0.27,11232,74072,26501,1715
16744648,Manhattan,moderate,Entire home/apt,2022,894,6.795705775173514,5,3,30,179,0.26,10033,66902,58648,1502
16745200,Manhattan,strict,Private room,2018,1185,7.077498053569231,4,1,341,237,0.16,10025,99067,92162,1621
16745752,Manhattan,flexible,Entire home/apt,2010,642,6.464588303689961,30,8,281,128,0.42,10016,124647,52912,2760
16746304,Brooklyn,moderate,Private room,2014,1169,7.063903961472068,2,25,0,234,1.34,11214,57639,90372,1481
16746857,Queens,moderate,Private room,2014,260,5.560681631015528,2,23,348,52,1.4,11412,85235,37987,1486
16747409,Manhattan,moderate,Entire home/apt,2021,601,6.398594934535208,30,0,0,120,0.74,10016,124647,52912,2760
16747961,Brooklyn,moderate,Entire home/apt,2018,923,6.827629234502852,1,90,181,185,4.68,11221,65548,85582,1587
16748514,Brooklyn,flexible,Private room,2019,384,5.950642552587727,5,1,0,77,0.16,11221,65548,85582,1587
16749066,Brooklyn,strict,Entire home/apt,2019,511,6.236369590203704,3,37,71,102,1.95,11218,78249,73280,1676
16749618,Manhattan,moderate,Entire home/apt,2019,88,4.477336814478207,1,125,201,18,6.51,10036,97720,28231,2184
16750171,Queens,moderate,Private room,2016,1158,7.05444965813294,7,7,365,232,0.49,11103,81677,35419,1819
16750723,Manhattan,flexible,Private room,2007,429,6.061456918928017,11,0,0,86,0.74,10016,124647,52912,2760
16751275,Brooklyn,flexible,Private room,2012,619,6.428105272684596,5,0,0,124,0.74,11206,43065,87599,1199
16751827,Brooklyn,strict,Entire home/apt,2007,1162,7.057897937411856,2,35,312,232,1.83,11226,60896,96332,1458
16752380,Brooklyn,flexible,Entire home/apt,2015,163,5.093750200806762,2,9,0,33,0.56,11211,90871,104561,2040
16752932,Brooklyn,strict,Entire home/apt,2003,352,5.863631175598097,1,16,1,70,0.86,11213,48318,67382,1339
16753484,Manhattan,strict,Private room,2009,74,4.30406509320417,5,2,0,15,0.1,10001,96787,25026,2169
16754037,Brooklyn,moderate,Entire home/apt,2022,966,6.873163834212518,2,51,231,193,2.65,11216,77343,59567,1676
16754589,Brooklyn,strict,Entire home/apt,2022,142,4.955827057601261,2,2,95,28,0.11,11226,60896,96332,1458
16755141,Brooklyn,flexible,Entire home/apt,2012,1004,6.911747300251674,3,4,0,201,0.21,11216,77343,59567,1676
16755694,Queens,strict,Private room,2006,563,6.333279628139691,5,11,156,113,0.59,11103,81677,35419,1819
16756246,Brooklyn,moderate,Entire home/apt,2005,353,5.8664680569332965,4,1,0,71,0.05,11211,90871,104561,2040
16756798,Brooklyn,flexible,Entire home/apt,2003,1172,7.066466970136958,30,10,2,234,0.63,11225,65200,56072,1488
16757350,Manhattan,flexible,Entire home/apt,2004,1068,6.97354301952014,30,0,0,214,0.74,10024,137126,60714,2536
16757903,Brooklyn,moderate,Private room,2014,257,5.54907608489522,1,0,0,51,0.74,11213,48318,67382,1339
16758455,Brooklyn,strict,Entire home/apt,2018,444,6.095824562432225,1,43,267,89,2.32,11216,77343,59567,1676
16759007,Manhattan,strict,Entire home/apt,2011,935,6.840546529288687,21,7,156,187,0.38,10034,63556,41933,1395
16759560,Manhattan,flexible,Entire home/apt,2014,821,6.710523109452428,4,0,0,164,0.74,10016,124647,52912,2760
16760112,Manhattan,moderate,Private room,2022,1003,6.910750787961936,4,16,130,201,0.87,10029,33801,74617,974
16760664,Queens,flexible,Shared room,2004,429,6.061456918928017,1,8,347,86,0.53,11368,56904,108661,1684
16761217,Manhattan,flexible,Entire home/apt,2022,607,6.408528791059498,7,3,0,121,0.16,10019,101651,45521,2050
16761769,Brooklyn,strict,Private room,2021,1131,7.030857476116121,1,9,0,226,0.49,11207,42276,90867,1306
16762321,Brooklyn,strict,Private room,2020,250,5.521460917862246,2,4,0,50,0.23,11210,70776,62423,1446
16762873,Brooklyn,moderate,Private room,2006,330,5.799092654460526,4,2,0,66,0.11,11211,90871,104561,2040
16763426,Manhattan,strict,Entire home/apt,2004,261,5.564520407322694,3,0,0,52,0.74,10019,101651,45521,2050
16763978,Brooklyn,strict,Private room,2016,1032,6.939253946041508,14,0,0,206,0.74,11215,144330,69995,2332
16764530,Manhattan,flexible,Entire home/apt,2003,834,6.726233402358747,2,10,0,167,0.54,10002,35607,74363,979
16765083,Brooklyn,moderate,Private room,2015,808,6.694562058521095,2,4,0,162,0.21,11206,43065,87599,1199
16765635,Brooklyn,flexible,Private room,2005,1193,7.084226422097916,7,1,0,239,0.05,11216,77343,59567,1676
16766187,Brooklyn,flexible,Shared room,2003,761,6.634633357861686,30,8,179,152,0.42,11204,54984,75840,1456
16766740,Brooklyn,flexible,Private room,2010,57,4.04305126783455,1,0,0,11,0.74,11237,57375,46772,1697
16767292,Brooklyn,flexible,Entire home/apt,2016,82,4.406719247264253,7,14,128,16,0.83,11206,43065,87599,1199
16767844,Manhattan,flexible,Entire home/apt,2013,248,5.5134287461649825,2,1,0,50,0.08,10028,131013,47962,2373
16768396,Manhattan,moderate,Private room,2003,232,5.44673737166631,1,6,0,46,0.31,10035,28408,36999,882
16768949,Brooklyn,strict,Private room,2003,1128,7.028201432058005,5,1,0,226,0.1,11213,48318,67382,1339
16769501,Manhattan,flexible,Entire home/apt,2021,243,5.493061443340548,3,20,36,49,1.08,10023,137347,62228,2413
16770053,Staten Island,strict,Entire home/apt,2016,721,6.580639137284949,2,3,354,144,0.34,10310,86895,24168,1412
16770606,Manhattan,moderate,Entire home/apt,2012,446,6.100318952020064,6,31,276,89,1.68,10035,28408,36999,882
16771158,Manhattan,flexible,Entire home/apt,2015,428,6.059123195581797,2,30,109,86,1.61,10033,66902,58648,1502
16771710,Manhattan,strict,Private room,2006,788,6.669498089857879,16,0,0,158,0.74,10031,55721,60280,1503
16772263,Brooklyn,flexible,Entire home/apt,2020,169,5.1298987149230735,3,42,275,34,2.23,11233,48278,79796,1308
16772815,Manhattan,moderate,Private room,2021,54,3.9889840465642745,4,25,0,11,1.35,10009,68220,58267,1706
16773367,Manhattan,strict,Entire home/apt,2007,196,5.278114659230517,3,0,0,39,0.74,10018,136360,8135,3287
16773919,Brooklyn,strict,Shared room,2007,1053,6.959398512133975,2,1,0,211,0.05,11226,60896,96332,1458
16774472,Bronx,strict,Private room,2017,401,5.993961427306569,1,3,0,80,0.16,10458,37886,85893,1314
16775024,Brooklyn,moderate,Private room,2021,548,6.306275286948016,2,42,53,110,2.28,11221,65548,85582,1587
16775576,Brooklyn,moderate,Private room,2020,273,5.60947179518496,1,43,89,55,2.26,11207,42276,90867,1306
16776129,Manhattan,strict,Private room,2022,688,6.5337888379333435,6,1,55,138,0.08,10025,99067,92162,1621
16776681,Manhattan,strict,Entire home/apt,2012,458,6.126869184114185,7,2,0,92,0.2,10003,129981,54671,2437
16777233,Queens,flexible,Entire home/apt,2021,136,4.912654885736052,2,31,62,27,1.65,11418,73856,37666,1568
16777786,Brooklyn,moderate,Private room,2016,71,4.2626798770413155,2,0,0,14,0.74,11217,122598,42461,2256
16778338,Queens,moderate,Private room,2011,1079,6.983789965258135,1,0,0,216,0.74,11103,81677,35419,1819
16778890,Manhattan,flexible,Private room,2016,978,6.885509670034818,1,0,0,196,0.74,10036,97720,28231,2184
16779442,Manhattan,strict,Shared room,2018,1125,7.025538314638521,3,7,0,225,0.38,10024,137126,60714,2536
16779995,Brooklyn,strict,Private room,2012,718,6.576469569048224,4,18,0,144,0.99,11221,65548,85582,1587
16780547,Brooklyn,flexible,Entire home/apt,2020,672,6.5102583405231496,5,4,166,134,0.25,11201,139697,64798,2690
16781099,Manhattan,moderate,Private room,2008,244,5.497168225293202,1,0,0,49,0.74,10039,41363,27090,981
16781652,Brooklyn,flexible,Entire home/apt,2004,942,6.848005274576363,4,0,0,188,0.74,11222,96435,36710,2129
16782204,Manhattan,strict,Entire home/apt,2009,323,5.777652323222656,4,1,0,65,0.05,10011,136208,50228,2281
16782756,Brooklyn,moderate,Entire home/apt,2008,222,5.402677381872279,5,15,83,44,0.97,11206,43065,87599,1199
16783309,Manhattan,moderate,Entire home/apt,2006,346,5.846438775057725,1,14,353,69,0.76,10029,33801,74617,974
16783861,Manhattan,flexible,Entire home/apt,2011,323,5.777652323222656,3,43,63,65,2.34,10001,96787,25026,2169
16784413,Brooklyn,strict,Private room,2021,532,6.2766434893416445,4,9,0,106,0.48,11211,90871,104561,2040
16784965,Manhattan,strict,Entire home/apt,2012,589,6.3784261836515865,2,76,4,118,3.95,10001,96787,25026,2169
16785518,Manhattan,flexible,Private room,2022,90,4.499809670330265,1,45,7,18,2.34,10128,117926,57993,2271
16786070,Manhattan,flexible,Private room,2004,431,6.066108090103747,1,1,0,86,0.05,10032,53690,59527,1296
16786622,Manhattan,moderate,Entire home/apt,2006,343,5.8377304471659395,4,2,0,69,0.11,10032,53690,59527,1296
16787175,Manhattan,strict,Entire home/apt,2018,715,6.5722825426940075,6,40,293,143,2.35,10027,57010,64728,1274
16787727,Manhattan,flexible,Entire home/apt,2018,613,6.418364935936212,30,0,310,123,0.74,10016,124647,52912,2760
16788279,Brooklyn,flexible,Private room,2005,116,4.7535901911063645,1,12,348,23,0.65,11219,41907,87812,1452
16789384,Brooklyn,moderate,Entire home/apt,2004,1061,6.966967138613983,3,9,34,212,0.49,11237,57375,46772,1697
16789936,Queens,flexible,Entire home/apt,2005,797,6.680854678790215,3,77,22,159,4.05,11373,56835,96495,1616
16790488,Brooklyn,strict,Entire home/apt,2021,602,6.400257445308821,3,4,364,120,0.39,11236,74015,98821,1442
16791041,Brooklyn,strict,Entire home/apt,2010,138,4.927253685157205,13,0,0,28,0.74,11217,122598,42461,2256
16791593,Queens,strict,Private room,2005,813,6.70073110954781,1,43,351,163,2.28,11105,86516,37452,1877
16792145,Queens,flexible,Shared room,2020,928,6.833031732786201,60,1,0,186,0.05,11374,75266,43173,1730
16792698,Brooklyn,moderate,Private room,2005,460,6.131226489483141,1,12,333,92,0.65,11219,41907,87812,1452
16793250,Manhattan,strict,Entire home/apt,2003,874,6.773080375655535,6,4,5,175,0.34,10021,130968,42253,2363
16793802,Bronx,moderate,Entire home/apt,2013,540,6.29156913955832,2,47,0,108,2.52,10454,23337,37807,817
16794355,Brooklyn,flexible,Private room,2006,854,6.74993119378857,2,2,0,171,0.1,11237,57375,46772,1697
16794907,Brooklyn,moderate,Entire home/apt,2014,642,6.464588303689961,2,65,236,128,3.51,11226,60896,96332,1458
16795459,Manhattan,flexible,Entire home/apt,2008,964,6.871091294610546,2,10,0,193,0.59,10011,136208,50228,2281
16796011,Manhattan,moderate,Private room,2012,838,6.731018100482083,4,4,0,168,0.21,10003,129981,54671,2437
16796564,Brooklyn,strict,Entire home/apt,2017,962,6.8690144506657065,2,31,24,192,1.67,11226,60896,96332,1458
16797116,Brooklyn,flexible,Entire home/apt,2014,1182,7.074963197966044,2,1,0,236,0.05,11211,90871,104561,2040
16797668,Manhattan,strict,Entire home/apt,2014,369,5.910796644040527,3,20,217,74,1.27,10023,137347,62228,2413
16798221,Brooklyn,strict,Entire home/apt,2013,996,6.903747257584598,4,1,0,199,0.05,11222,96435,36710,2129
16798773,Manhattan,moderate,Entire home/apt,2019,386,5.955837369464831,2,5,0,77,0.26,10022,138661,31574,2540
16799325,Brooklyn,strict,Private room,2019,591,6.3818160174060985,4,1,0,118,0.06,11211,90871,104561,2040
16799878,Brooklyn,strict,Entire home/apt,2004,792,6.674561391814426,2,19,15,158,0.99,11232,74072,26501,1715
16800430,Manhattan,flexible,Entire home/apt,2016,353,5.8664680569332965,4,3,0,71,0.18,10026,64716,38937,1278
16800982,Brooklyn,strict,Private room,2010,1064,6.96979066990159,2,5,0,213,0.33,11211,90871,104561,2040
16801534,Manhattan,flexible,Private room,2006,335,5.814130531825066,2,67,20,67,3.54,10032,53690,59527,1296
16802087,Manhattan,moderate,Entire home/apt,2009,492,6.198478716492308,6,32,251,98,1.73,10035,28408,36999,882
16802639,Brooklyn,strict,Entire home/apt,2011,87,4.465908118654584,4,11,3,17,0.59,11206,43065,87599,1199
16803191,Brooklyn,flexible,Private room,2018,68,4.219507705176107,1,87,8,14,4.58,11205,62952,47866,1632
16803744,Brooklyn,flexible,Entire home/apt,2004,807,6.693323668269949,3,4,0,161,0.22,11211,90871,104561,2040
16804296,Manhattan,moderate,Private room,2012,545,6.300785794663244,3,18,0,109,0.96,10002,35607,74363,979
16804848,Manhattan,strict,Entire home/apt,2017,90,4.499809670330265,30,4,363,18,0.63,10023,137347,62228,2413
16805401,Manhattan,moderate,Entire home/apt,2009,125,4.8283137373023015,30,1,0,25,0.11,10069,130556,6504,1749
16805953,Brooklyn,moderate,Private room,2005,198,5.288267030694535,1,12,89,40,0.68,11207,42276,90867,1306
16806505,Brooklyn,moderate,Private room,2022,138,4.927253685157205,6,29,32,28,1.53,11214,57639,90372,1481
16807057,Brooklyn,moderate,Entire home/apt,2004,390,5.966146739123692,2,15,0,78,0.82,11225,65200,56072,1488
16807610,Manhattan,strict,Entire home/apt,2007,768,6.643789733147672,4,3,0,154,0.32,10001,96787,25026,2169
16808162,Manhattan,flexible,Entire home/apt,2018,668,6.504288173536645,3,2,0,134,0.11,10003,129981,54671,2437
16808714,Brooklyn,moderate,Entire home/apt,2015,677,6.517671272912275,2,0,0,135,0.74,11220,55119,90657,1452
16809267,Brooklyn,moderate,Shared room,2019,857,6.75343791859778,2,7,299,171,0.39,11222,96435,36710,2129
16809819,Brooklyn,flexible,Private room,2019,1005,6.912742820493176,2,1,0,201,0.05,11216,77343,59567,1676
16810371,Brooklyn,strict,Private room,2016,1071,6.976348070447749,7,0,0,214,0.74,11229,66332,81909,1388
16810924,Brooklyn,moderate,Entire home/apt,2015,362,5.8916442118257715,1,62,179,72,3.33,11231,108525,37796,1951
16811476,Brooklyn,strict,Entire home/apt,2017,935,6.840546529288687,6,57,128,187,3.1,11210,70776,62423,1446
16812028,Brooklyn,strict,Private room,2021,1006,6.913737350659685,2,0,173,201,0.74,11226,60896,96332,1458
16812580,Manhattan,strict,Entire home/apt,2021,882,6.782192056006791,1,86,259,176,4.59,10009,68220,58267,1706
16813133,Manhattan,flexible,Private room,2022,130,4.867534450455582,1,63,51,26,3.28,10039,41363,27090,981
16813685,Manhattan,flexible,Entire home/apt,2018,252,5.529429087511423,4,33,354,50,1.76,10001,96787,25026,2169
16814237,Manhattan,moderate,Entire home/apt,2018,97,4.574710978503383,5,21,83,19,1.1,10009,68220,58267,1706
16814790,Manhattan,moderate,Entire home/apt,2007,107,4.672828834461906,4,1,0,21,0.05,10016,124647,52912,2760
16815342,Manhattan,strict,Entire home/apt,2019,1004,6.911747300251674,4,0,0,201,0.74,10040,53199,45197,1417
16815894,Brooklyn,moderate,Entire home/apt,2016,509,6.2324480165505225,3,58,57,102,3.02,11208,45946,102626,1357
16816447,Queens,flexible,Entire home/apt,2014,1186,7.078341579557671,2,69,307,237,3.68,11103,81677,35419,1819
16816999,Brooklyn,flexible,Private room,2007,625,6.437751649736401,3,3,0,125,0.16,11222,96435,36710,2129
16817551,Manhattan,strict,Entire home/apt,2003,76,4.330733340286331,3,14,0,15,0.73,10031,55721,60280,1503
16818103,Queens,strict,Private room,2021,130,4.867534450455582,2,2,0,26,0.11,11364,87135,35866,1869
16818656,Brooklyn,flexible,Entire home/apt,2008,485,6.184148890937483,2,3,25,97,0.77,11237,57375,46772,1697
16819208,Brooklyn,flexible,Private room,2022,430,6.063785208687608,3,15,0,86,0.8,11205,62952,47866,1632
16819760,Brooklyn,flexible,Private room,2006,931,6.836259277277067,3,0,0,186,0.74,11235,56308,76921,1414
16820313,Brooklyn,moderate,Private room,2006,506,6.226536669287466,1,92,80,101,4.9,11206,43065,87599,1199
16820865,Brooklyn,moderate,Private room,2017,50,3.912023005428146,2,34,127,10,2.12,11216,77343,59567,1676
16821417,Brooklyn,flexible,Private room,2020,1180,7.07326971745971,2,31,0,236,1.63,11208,45946,102626,1357
16821970,Manhattan,moderate,Shared room,2019,88,4.477336814478207,1,7,0,18,0.36,10032,53690,59527,1296
16822522,Brooklyn,moderate,Private room,2019,90,4.499809670330265,1,12,321,18,0.81,11219,41907,87812,1452
16823074,Manhattan,flexible,Entire home/apt,2013,519,6.251903883165888,9,2,0,104,0.11,10011,136208,50228,2281
16823626,Queens,moderate,Entire home/apt,2004,517,6.248042874508429,2,7,0,103,0.37,11103,81677,35419,1819
16824179,Manhattan,flexible,Entire home/apt,2007,379,5.937536205082426,1,12,0,76,0.65,10014,136154,29071,2464
16824731,Manhattan,flexible,Entire home/apt,2007,1000,6.907755278982137,3,32,1,200,1.69,10026,64716,38937,1278
16825283,Brooklyn,strict,Private room,2020,320,5.768320995793772,2,4,0,64,0.21,11237,57375,46772,1697
16825836,Queens,strict,Private room,2007,899,6.80128303447162,1,341,25,180,17.82,11434,65845,62590,1179
16826388,Brooklyn,strict,Entire home/apt,2003,593,6.385194398997726,4,0,0,119,0.74,11225,65200,56072,1488
16827493,Queens,moderate,Private room,2006,64,4.1588830833596715,2,23,95,13,1.23,11370,67582,29366,1736
16828045,Brooklyn,flexible,Private room,2009,322,5.7745515455444085,4,7,174,64,0.37,11213,48318,67382,1339
16828597,Queens,moderate,Entire home/apt,2003,811,6.698268054115413,1,115,138,162,6.8,11432,66270,64282,1590
16829149,Brooklyn,moderate,Entire home/apt,2019,398,5.986452005284438,3,3,89,80,0.16,11225,65200,56072,1488
16829702,Bronx,flexible,Entire home/apt,2014,579,6.361302477572996,1,90,326,116,4.76,10467,40639,100867,1348
16830254,Brooklyn,moderate,Private room,2011,88,4.477336814478207,30,5,292,18,0.28,11213,48318,67382,1339
16830806,Manhattan,moderate,Private room,2020,505,6.22455842927536,1,1,0,101,0.05,10039,41363,27090,981
16831359,Brooklyn,moderate,Private room,2014,454,6.118097198041348,1,47,155,91,2.47,11211,90871,104561,2040
